processor_name,passmark,rank,value,price
Intel Xeon E3-1240 @ 3.30GHz,7962,516,61.25,$129.99
Intel Xeon E3-1240 V2 @ 3.40GHz,9139,401,56.42,$161.99
Intel Xeon E3-1240 v3 @ 3.40GHz,9666,356,25.15,$384.40*
Intel Xeon E3-1240 v5 @ 3.50GHz,10371,294,30.36,$341.67*
Intel Xeon E3-1240 v6 @ 3.70GHz,10458,290,36.3,$288.14
Intel Xeon E3-1240L v3 @ 2.00GHz,7513,556,,
Intel Xeon E3-1240L v5 @ 2.10GHz,7793,530,28.03,$278.00*
Intel Xeon E3-1241 v3 @ 3.50GHz,10022,319,27.09,$369.99
Intel Xeon E3-1245 @ 3.30GHz,7997,513,76.17,$104.99
Intel Xeon E3-1245 V2 @ 3.40GHz,9119,403,51.53,$176.99
Intel Xeon E3-1245 v3 @ 3.40GHz,9570,361,30.97,$309.00
Intel Xeon E3-1245 v5 @ 3.50GHz,10181,304,29.48,$345.31*
Intel Xeon E3-1245 v6 @ 3.70GHz,10543,283,34.01,$309.99
Intel Xeon E3-1246 v3 @ 3.50GHz,9856,336,24.1,$409.00*
Intel Xeon E3-1260L @ 2.40GHz,6534,656,76.32,$85.62
Intel Xeon E3-1260L v5 @ 2.90GHz,10218,300,13.88,$736.16*
Intel Xeon E3-1265L @ 2.40GHz,6038,706,6.58,$918.35*
Intel Xeon E3-1265L V2 @ 2.50GHz,7428,566,24.36,$305.00
Intel Xeon E3-1265L v3 @ 2.50GHz,9216,395,12.98,$709.95
Intel Xeon E3-1265L v4 @ 2.30GHz,9060,410,,
Intel Xeon E3-1268L v3 @ 2.30GHz,7850,522,,
Intel Xeon E3-1268L v5 @ 2.40GHz,8695,447,23.06,$377.00*
Intel Xeon E3-1270 @ 3.40GHz,8238,485,25.99,$317.00*
Intel Xeon E3-1270 V2 @ 3.50GHz,9462,372,33.53,$282.22
Intel Xeon E3-1270 v3 @ 3.50GHz,9919,331,26.81,$369.99*
Intel Xeon E3-1270 v5 @ 3.60GHz,10309,296,20.83,$494.99
Intel Xeon E3-1270 v6 @ 3.80GHz,11184,254,33.03,$338.61
Intel Xeon E3-1270L v4 @ 3.00GHz,10691,277,,
Intel Xeon E3-1271 v3 @ 3.60GHz,10091,313,11.36,$888.00*
Intel Xeon E3-1275 @ 3.40GHz,8215,486,27.03,$304.00
Intel Xeon E3-1275 V2 @ 3.50GHz,9447,377,23.93,$394.72*
Intel Xeon E3-1275 v3 @ 3.50GHz,9915,332,24.73,$400.99*
Intel Xeon E3-1275 v5 @ 3.60GHz,10366,295,18.75,$553.00*
Intel Xeon E3-1275 v6 @ 3.80GHz,11016,262,30.28,$363.87
Intel Xeon E3-1275L v3 @ 2.70GHz,8901,430,,
Intel Xeon E3-1276 v3 @ 3.60GHz,10204,302,9.51,"$1,073.00*"
Intel Xeon E3-1280 @ 3.50GHz,8465,463,23.01,$368.00
Intel Xeon E3-1280 V2 @ 3.60GHz,9447,375,11.0,$859.00
Intel Xeon E3-1280 v3 @ 3.60GHz,9769,347,14.01,$697.36*
Intel Xeon E3-1280 v5 @ 3.70GHz,10666,279,15.46,$690.01*
Intel Xeon E3-1280 v6 @ 3.90GHz,11463,247,26.11,$438.99
Intel Xeon E3-1281 v3 @ 3.70GHz,10276,299,11.71,$877.75*
Intel Xeon E3-1285 v3 @ 3.60GHz,10458,288,,
Intel Xeon E3-1285 v4 @ 3.50GHz,10510,285,,
Intel Xeon E3-1285 v6 @ 4.10GHz,11955,236,26.57,$450.00*
Intel Xeon E3-1285L v3 @ 3.10GHz,9981,327,12.35,$808.02*
Intel Xeon E3-1285L v4 @ 3.40GHz,10961,265,,
Intel Xeon E3-1286 v3 @ 3.70GHz,9899,333,11.8,$839.00*
Intel Xeon E3-1286L v3 @ 3.20GHz,9495,368,12.27,$774.00*
Intel Xeon E3-1290 @ 3.60GHz,8699,446,9.83,$885.00*
Intel Xeon E3-1290 V2 @ 3.70GHz,9709,355,10.97,$885.00*
Intel Xeon E3-1505L v5 @ 2.00GHz,6374,671,,
Intel Xeon E3-1505M v5 @ 2.80GHz,8934,429,,
Intel Xeon E3-1505M v6 @ 3.00GHz,9720,353,,
Intel Xeon E3-1515M v5 @ 2.80GHz,10093,312,,
Intel Xeon E3-1535M v5 @ 2.90GHz,9347,383,,
Intel Xeon E3-1535M v6 @ 3.10GHz,10576,281,,
Intel Xeon E3-1545M v5 @ 2.90GHz,10443,291,,
Intel Xeon E3-1575M v5 @ 3.00GHz,10625,280,,
Intel Xeon E3-1585 v5 @ 3.50GHz,10797,274,,
Intel Xeon E3-1585L v5 @ 3.00GHz,10135,307,22.78,$445.00*
Intel Xeon E3110 @ 3.00GHz,2157,1623,93.86,$22.99*
Intel Xeon E3113 @ 3.00GHz,2427,1515,247.99,$9.79*
Intel Xeon E3120 @ 3.16GHz,2241,1594,,
Intel Xeon E5-1410 @ 2.80GHz,7312,582,,
Intel Xeon E5-1410 v2 @ 2.80GHz,7430,565,,
Intel Xeon E5-1603 @ 2.80GHz,5582,755,21.26,$262.59*
Intel Xeon E5-1603 v3 @ 2.80GHz,6186,686,,
Intel Xeon E5-1603 v4 @ 2.80GHz,6424,663,,
Intel Xeon E5-1607 @ 3.00GHz,5886,719,210.6,$27.95
Intel Xeon E5-1607 v2 @ 3.00GHz,6217,684,177.91,$34.95*
Intel Xeon E5-1607 v3 @ 3.10GHz,6978,609,,
Intel Xeon E5-1607 v4 @ 3.10GHz,7256,586,,
Intel Xeon E5-1620 @ 3.60GHz,9032,414,27.38,$329.93*
Intel Xeon E5-1620 v2 @ 3.70GHz,9488,369,163.62,$57.99
Intel Xeon E5-1620 v3 @ 3.50GHz,9760,348,61.0,$159.99
Intel Xeon E5-1620 v4 @ 3.50GHz,9925,329,31.31,$316.99
Intel Xeon E5-1630 v3 @ 3.70GHz,10214,301,17.09,$597.85*
Intel Xeon E5-1630 v4 @ 3.70GHz,10296,297,,
Intel Xeon E5-1650 @ 3.20GHz,11720,242,23.68,$495.00*
Intel Xeon E5-1650 v2 @ 3.50GHz,12721,213,106.06,$119.95
Intel Xeon E5-1650 v3 @ 3.50GHz,13620,193,72.07,$189.00
Intel Xeon E5-1650 v4 @ 3.60GHz,14218,169,22.43,$633.99
Intel Xeon E5-1660 @ 3.30GHz,12361,223,10.08,"$1,226.66*"
Intel Xeon E5-1660 v2 @ 3.70GHz,13800,185,7.63,"$1,808.95*"
Intel Xeon E5-1660 v3 @ 3.00GHz,14613,159,9.04,"$1,616.49*"
Intel Xeon E5-1660 v4 @ 3.20GHz,16172,120,13.15,"$1,229.52*"
Intel Xeon E5-1680 v2 @ 3.00GHz,16222,117,,
Intel Xeon E5-1680 v3 @ 3.20GHz,16389,111,,
Intel Xeon E5-1680 v4 @ 3.40GHz,17093,99,,
Intel Xeon E5-1681 v3 @ 2.90GHz,18238,83,,
Intel Xeon E5-2403 @ 1.80GHz,3523,1163,23.65,$149.00
Intel Xeon E5-2403 v2 @ 1.80GHz,3418,1187,94.99,$35.99*
Intel Xeon E5-2407 @ 2.20GHz,4188,1011,12.5,$335.00*
Intel Xeon E5-2407 v2 @ 2.40GHz,4498,951,9.44,$476.31*
Intel Xeon E5-2418L @ 2.00GHz,5202,810,,
Intel Xeon E5-2420 @ 1.90GHz,7045,605,18.06,$390.02*
Intel Xeon E5-2420 v2 @ 2.20GHz,8694,448,51.53,$168.74*
Intel Xeon E5-2430 @ 2.20GHz,6878,622,181.01,$38.00
Intel Xeon E5-2430 v2 @ 2.50GHz,8991,420,89.91,$100.00*
Intel Xeon E5-2430L @ 2.00GHz,7269,585,225.19,$32.28*
Intel Xeon E5-2430L v2 @ 2.40GHz,6627,647,,
Intel Xeon E5-2440 @ 2.40GHz,9178,397,70.61,$130.00*
Intel Xeon E5-2440 v2 @ 1.90GHz,9290,387,18.22,$509.95*
Intel Xeon E5-2448L v2 @ 1.80GHz,8954,425,6.29,"$1,424.00*"
Intel Xeon E5-2450 @ 2.10GHz,10108,311,97.2,$103.99
Intel Xeon E5-2450L @ 1.80GHz,8261,480,63.55,$130.00*
Intel Xeon E5-2470 @ 2.30GHz,10061,318,110.05,$91.43
Intel Xeon E5-2470 v2 @ 2.40GHz,11268,252,66.67,$169.03
Intel Xeon E5-2603 @ 1.80GHz,3580,1147,143.58,$24.94
Intel Xeon E5-2603 v2 @ 1.80GHz,3766,1101,94.18,$39.99
Intel Xeon E5-2603 v3 @ 1.60GHz,5179,818,60.94,$85.00
Intel Xeon E5-2603 v4 @ 1.70GHz,5431,775,23.62,$229.99
Intel Xeon E5-2608L v3 @ 2.00GHz,7857,520,17.82,$441.00*
Intel Xeon E5-2609 @ 2.40GHz,4616,923,104.94,$43.99
Intel Xeon E5-2609 v2 @ 2.50GHz,5149,820,103.01,$49.99
Intel Xeon E5-2609 v3 @ 1.90GHz,5901,717,14.79,$399.00*
Intel Xeon E5-2609 v4 @ 1.70GHz,6905,620,21.58,$319.99
Intel Xeon E5-2618L v3 @ 2.30GHz,12186,231,,
Intel Xeon E5-2618L v4 @ 2.20GHz,14572,160,18.71,$779.00*
Intel Xeon E5-2620 @ 2.00GHz,7902,518,494.8,$15.97
Intel Xeon E5-2620 v2 @ 2.10GHz,8691,449,217.33,$39.99
Intel Xeon E5-2620 v3 @ 2.40GHz,10011,320,62.97,$159.00
Intel Xeon E5-2620 v4 @ 2.10GHz,11354,249,30.44,$372.98
Intel Xeon E5-2623 v3 @ 3.00GHz,8988,422,33.29,$269.99
Intel Xeon E5-2623 v4 @ 2.60GHz,8506,460,15.5,$549.00*
Intel Xeon E5-2628L v2 @ 1.90GHz,9405,379,,
Intel Xeon E5-2628L v3 @ 2.00GHz,12295,225,,
Intel Xeon E5-2628L v4 @ 1.90GHz,13101,204,9.61,"$1,364.00*"
Intel Xeon E5-2629 v3 @ 2.40GHz,11022,261,,
Intel Xeon E5-2630 @ 2.30GHz,8860,434,92.3,$95.99
Intel Xeon E5-2630 v2 @ 2.60GHz,10382,292,256.6,$40.46
Intel Xeon E5-2630 v3 @ 2.40GHz,12794,210,94.77,$135.00
Intel Xeon E5-2630 v4 @ 2.20GHz,13908,178,21.07,$659.99
Intel Xeon E5-2630L @ 2.00GHz,7865,519,,
Intel Xeon E5-2630L v2 @ 2.40GHz,9088,408,,
Intel Xeon E5-2630L v3 @ 1.80GHz,9727,352,28.62,$339.95*
Intel Xeon E5-2630L v4 @ 1.80GHz,12847,208,,
Intel Xeon E5-2637 v2 @ 3.50GHz,9447,376,52.41,$180.24*
Intel Xeon E5-2637 v3 @ 3.50GHz,10117,309,7.81,"$1,295.95*"
Intel Xeon E5-2637 v4 @ 3.50GHz,10497,286,9.84,"$1,066.99"
Intel Xeon E5-2640 @ 2.50GHz,9356,380,98.5,$94.99
Intel Xeon E5-2640 v2 @ 2.00GHz,10143,306,206.67,$49.08
Intel Xeon E5-2640 v3 @ 2.60GHz,13885,179,47.67,$291.29*
Intel Xeon E5-2640 v4 @ 2.40GHz,15380,142,15.58,$986.99
Intel Xeon E5-2643 @ 3.30GHz,8401,469,47.57,$176.61
Intel Xeon E5-2643 v2 @ 3.50GHz,13107,203,119.16,$110.00
Intel Xeon E5-2643 v3 @ 3.40GHz,13844,182,44.8,$309.00
Intel Xeon E5-2643 v4 @ 3.40GHz,13655,188,8.22,"$1,660.61*"
Intel Xeon E5-2648L @ 1.80GHz,7426,568,,
Intel Xeon E5-2648L v3 @ 1.80GHz,11392,248,7.3,"$1,560.86*"
Intel Xeon E5-2648L v4 @ 1.80GHz,13654,189,,
Intel Xeon E5-2649 v3 @ 2.30GHz,14677,155,,
Intel Xeon E5-2650 @ 2.00GHz,10110,310,96.88,$104.37*
Intel Xeon E5-2650 v2 @ 2.60GHz,13206,200,176.14,$74.98
Intel Xeon E5-2650 v3 @ 2.30GHz,14844,153,82.48,$179.99
Intel Xeon E5-2650 v4 @ 2.20GHz,15867,132,13.22,"$1,199.99"
Intel Xeon E5-2650L @ 1.80GHz,8332,477,105.47,$79.00*
Intel Xeon E5-2650L v2 @ 1.70GHz,9732,349,129.77,$75.00
Intel Xeon E5-2650L v3 @ 1.80GHz,13513,198,11.37,"$1,188.14*"
Intel Xeon E5-2650L v4 @ 1.70GHz,14093,172,9.42,"$1,496.00*"
Intel Xeon E5-2651 v2 @ 1.80GHz,11302,251,,
Intel Xeon E5-2658 @ 2.10GHz,9484,370,6.49,"$1,462.00*"
Intel Xeon E5-2658 v2 @ 2.40GHz,13874,180,,
Intel Xeon E5-2658 v3 @ 2.20GHz,16298,116,,
Intel Xeon E5-2658 v4 @ 2.30GHz,16754,102,,
Intel Xeon E5-2660 @ 2.20GHz,11060,259,159.17,$69.49
Intel Xeon E5-2660 v2 @ 2.20GHz,13186,202,70.1,$188.10
Intel Xeon E5-2660 v3 @ 2.60GHz,16184,118,21.05,$768.99
Intel Xeon E5-2660 v4 @ 2.00GHz,16880,101,11.25,"$1,499.99*"
Intel Xeon E5-2663 v3 @ 2.80GHz,13994,175,,
Intel Xeon E5-2665 @ 2.40GHz,11525,245,126.67,$90.99
Intel Xeon E5-2667 @ 2.90GHz,10372,293,197.57,$52.50*
Intel Xeon E5-2667 v2 @ 3.30GHz,16177,119,52.19,$309.99
Intel Xeon E5-2667 v3 @ 3.20GHz,16134,121,18.86,$855.30*
Intel Xeon E5-2667 v4 @ 3.20GHz,16684,104,8.56,"$1,949.03*"
Intel Xeon E5-2670 @ 2.60GHz,12114,233,157.51,$76.91
Intel Xeon E5-2670 v2 @ 2.50GHz,14988,149,71.71,$209.00
Intel Xeon E5-2670 v3 @ 2.30GHz,16494,107,54.98,$300.00
Intel Xeon E5-2673 v2 @ 3.30GHz,16320,114,,
Intel Xeon E5-2673 v3 @ 2.40GHz,16383,112,23.41,$700.00*
Intel Xeon E5-2673 v4 @ 2.30GHz,21474,44,,
Intel Xeon E5-2675 v3 @ 1.80GHz,15073,146,,
Intel Xeon E5-2676 v3 @ 2.40GHz,17670,88,,
Intel Xeon E5-2678 v3 @ 2.50GHz,17290,93,,
Intel Xeon E5-2679 v4 @ 2.50GHz,25266,18,9.35,"$2,702.00*"
Intel Xeon E5-2680 @ 2.70GHz,12558,220,169.11,$74.26
Intel Xeon E5-2680 v2 @ 2.80GHz,15895,131,65.99,$240.86
Intel Xeon E5-2680 v3 @ 2.50GHz,18561,79,53.04,$349.99
Intel Xeon E5-2680 v4 @ 2.40GHz,19886,59,13.18,"$1,509.00*"
Intel Xeon E5-2682 v4 @ 2.50GHz,20420,53,,
Intel Xeon E5-2683 v3 @ 2.00GHz,17369,91,34.06,$509.99
Intel Xeon E5-2683 v4 @ 2.10GHz,19047,74,8.62,"$2,208.93*"
Intel Xeon E5-2685 v3 @ 2.60GHz,15004,148,,
Intel Xeon E5-2686 v3 @ 2.00GHz,19255,71,,
Intel Xeon E5-2686 v4 @ 2.30GHz,19801,61,,
Intel Xeon E5-2687W @ 3.10GHz,14347,165,65.82,$217.99
Intel Xeon E5-2687W v2 @ 3.40GHz,16477,108,40.29,$409.00
Intel Xeon E5-2687W v3 @ 3.10GHz,17752,87,30.09,$589.99
Intel Xeon E5-2687W v4 @ 3.00GHz,19855,60,9.13,"$2,174.99"
Intel Xeon E5-2689 @ 2.60GHz,13516,196,,
Intel Xeon E5-2689 v4 @ 3.10GHz,19744,63,,
Intel Xeon E5-2690 @ 2.90GHz,13515,197,140.76,$96.02
Intel Xeon E5-2690 v2 @ 3.00GHz,16445,109,27.92,$588.99
Intel Xeon E5-2690 v3 @ 2.60GHz,19214,73,49.49,$388.28
Intel Xeon E5-2690 v4 @ 2.60GHz,21326,46,9.83,"$2,169.99"
Intel Xeon E5-2692 v2 @ 2.20GHz,16018,124,,
Intel Xeon E5-2695 v2 @ 2.40GHz,15993,125,63.97,$250.00
Intel Xeon E5-2695 v3 @ 2.30GHz,19673,66,19.48,"$1,009.99"
Intel Xeon E5-2695 v4 @ 2.10GHz,20258,55,7.7,"$2,629.42*"
Intel Xeon E5-2696 v2 @ 2.50GHz,16620,106,,
Intel Xeon E5-2696 v3 @ 2.30GHz,22480,31,9.0,"$2,498.00*"
Intel Xeon E5-2696 v4 @ 2.20GHz,21226,47,7.05,"$3,009.95*"
Intel Xeon E5-2697 v2 @ 2.70GHz,17224,95,37.53,$459.00
Intel Xeon E5-2697 v3 @ 2.60GHz,21430,45,42.19,$508.00
Intel Xeon E5-2697 v4 @ 2.30GHz,21506,43,7.75,"$2,775.99"
Intel Xeon E5-2697A v4 @ 2.60GHz,22462,32,,
Intel Xeon E5-2698 v3 @ 2.30GHz,21042,49,6.15,"$3,424.02*"
Intel Xeon E5-2698 v4 @ 2.20GHz,21836,37,6.02,"$3,629.59*"
Intel Xeon E5-2699 v3 @ 2.30GHz,22375,33,8.92,"$2,509.00*"
Intel Xeon E5-2699 v4 @ 2.20GHz,23435,27,3.94,"$5,954.79*"
Intel Xeon E5-4603 @ 2.00GHz,5014,852,2.65,"$1,890.99*"
Intel Xeon E5-4607 v2 @ 2.60GHz,9234,392,,
Intel Xeon E5-4617 @ 2.90GHz,9029,415,100.44,$89.90*
Intel Xeon E5-4620 @ 2.20GHz,8127,498,60.56,$134.21*
Intel Xeon E5-4627 v3 @ 2.60GHz,14489,161,6.04,"$2,400.00*"
Intel Xeon E5-4627 v4 @ 2.60GHz,15516,138,6.97,"$2,225.00*"
Intel Xeon E5-4640 @ 2.40GHz,10523,284,3.85,"$2,730.00*"
Intel Xeon E5-4640 v3 @ 1.90GHz,12703,215,,
Intel Xeon E5-4648 v3 @ 1.70GHz,11097,257,,
Intel Xeon E5-4650 @ 2.70GHz,11860,238,124.21,$95.49*
Intel Xeon E5-4650L @ 2.60GHz,11821,240,1.36,"$8,684.50*"
Intel Xeon E5-4655 v3 @ 2.90GHz,12292,227,2.66,"$4,616.00*"
Intel Xeon E5-4657L v2 @ 2.40GHz,15896,129,11.36,"$1,399.00*"
Intel Xeon E5-4660 v3 @ 2.10GHz,15849,133,3.3,"$4,800.00*"
Intel Xeon E5-4669 v4 @ 2.20GHz,13626,191,,
Intel Xeon E5205 @ 1.86GHz,1401,1983,148.77,$9.42*
Intel Xeon E5240 @ 3.00GHz,2424,1516,,
Intel Xeon E5310 @ 1.60GHz,2264,1584,46.22,$49.00*
Intel Xeon E5320 @ 1.86GHz,2288,1567,59.05,$38.75*
Intel Xeon E5335 @ 2.00GHz,2513,1487,141.45,$17.77*
Intel Xeon E5345 @ 2.33GHz,2907,1352,72.72,$39.99*
Intel Xeon E5405 @ 2.00GHz,2831,1376,57.79,$49.00
Intel Xeon E5410 @ 2.33GHz,3261,1229,15.61,$208.95*
Intel Xeon E5420 @ 2.50GHz,3492,1170,13.43,$259.95*
Intel Xeon E5430 @ 2.66GHz,3762,1103,54.53,$69.00*
Intel Xeon E5440 @ 2.83GHz,3963,1057,209.17,$18.95*
Intel Xeon E5450 @ 3.00GHz,4187,1012,14.01,$298.94*
Intel Xeon E5462 @ 2.80GHz,3871,1072,141.82,$27.30*
Intel Xeon E5472 @ 3.00GHz,4088,1030,136.11,$30.04*
Intel Xeon E5502 @ 1.87GHz,1378,1996,14.51,$95.00*
Intel Xeon E5503 @ 2.00GHz,1381,1992,4.81,$287.01*
Intel Xeon E5504 @ 2.00GHz,2686,1427,38.41,$69.95*
Intel Xeon E5506 @ 2.13GHz,2975,1327,47.22,$63.01*
Intel Xeon E5507 @ 2.27GHz,3125,1278,6.84,$456.91*
Intel Xeon E5520 @ 2.27GHz,4435,962,109.95,$40.34
Intel Xeon E5530 @ 2.40GHz,4564,935,18.55,$246.00*
Intel Xeon E5540 @ 2.53GHz,4807,887,81.49,$59.00*
Intel Xeon E5603 @ 1.60GHz,2366,1540,18.34,$129.04*
Intel Xeon E5606 @ 2.13GHz,3054,1302,13.95,$219.00*
Intel Xeon E5607 @ 2.27GHz,3380,1201,15.44,$219.00*
Intel Xeon E5620 @ 2.40GHz,4802,892,81.42,$58.99
Intel Xeon E5630 @ 2.53GHz,5081,830,145.17,$35.00*
Intel Xeon E5640 @ 2.67GHz,5256,802,88.36,$59.49*
Intel Xeon E5645 @ 2.40GHz,6424,664,59.49,$107.98*
Intel Xeon E5649 @ 2.53GHz,6936,616,60.31,$115.00*
Intel Xeon E7- 2830 @ 2.13GHz,3118,1281,1.75,"$1,779.00*"
Intel Xeon E7320 @ 2.13GHz,2413,1519,,
Intel Xeon Gold 5117 @ 2.00GHz,16672,105,,
Intel Xeon Gold 5118 @ 2.30GHz,16389,110,13.08,"$1,253.28"
Intel Xeon Gold 5120 @ 2.20GHz,16308,115,10.45,"$1,561.00*"
Intel Xeon Gold 5120T @ 2.20GHz,18145,84,10.51,"$1,727.00*"
Intel Xeon Gold 5122 @ 3.60GHz,10894,269,8.58,"$1,269.99"
Intel Xeon Gold 6126 @ 2.60GHz,19711,64,11.92,"$1,654.24"
Intel Xeon Gold 6128 @ 3.40GHz,14941,151,8.13,"$1,837.99*"
Intel Xeon Gold 6130 @ 2.10GHz,19277,70,9.89,"$1,949.99"
Intel Xeon Gold 6132 @ 2.60GHz,23907,25,10.84,"$2,205.00*"
Intel Xeon Gold 6134 @ 3.20GHz,18083,85,7.62,"$2,372.99"
Intel Xeon Gold 6136 @ 3.00GHz,21061,48,8.06,"$2,613.59"
Intel Xeon Gold 6138 @ 2.00GHz,25774,15,9.62,"$2,679.99"
Intel Xeon Gold 6140 @ 2.30GHz,23964,24,9.82,"$2,439.99"
Intel Xeon Gold 6144 @ 3.50GHz,19654,67,6.72,"$2,925.00*"
Intel Xeon Gold 6146 @ 3.20GHz,25142,19,6.31,"$3,982.51*"
Intel Xeon Gold 6148 @ 2.40GHz,26660,12,8.19,"$3,253.99"
Intel Xeon Gold 6152 @ 2.10GHz,23498,26,6.18,"$3,799.99"
Intel Xeon Gold 6154 @ 3.00GHz,27722,9,8.05,"$3,444.23"
Intel Xeon Gold 6230 @ 2.10GHz,24600,20,12.21,"$2,013.99"
Intel Xeon L3110 @ 3.00GHz,2273,1578,,
Intel Xeon L3360 @ 2.83GHz,3764,1102,42.18,$89.23*
Intel Xeon L3406 @ 2.27GHz,1338,2018,4.83,$277.01*
Intel Xeon L3426 @ 1.87GHz,3837,1081,8.59,$447.01*
Intel Xeon L5238 @ 2.66GHz,1823,1781,,
Intel Xeon L5240 @ 3.00GHz,2271,1580,72.33,$31.40*
Intel Xeon L5310 @ 1.60GHz,2274,1575,20.22,$112.50*
Intel Xeon L5320 @ 1.86GHz,2135,1628,30.52,$69.99*
Intel Xeon L5335 @ 2.00GHz,2756,1406,146.68,$18.79*
Intel Xeon L5408 @ 2.13GHz,3014,1312,,
Intel Xeon L5410 @ 2.33GHz,3370,1204,33.67,$100.08*
Intel Xeon L5420 @ 2.50GHz,3503,1169,127.39,$27.50*
Intel Xeon L5430 @ 2.66GHz,3723,1115,23.58,$157.95*
Intel Xeon L5506 @ 2.13GHz,3715,1117,16.59,$224.00*
Intel Xeon L5520 @ 2.27GHz,4387,972,339.56,$12.92*
Intel Xeon L5530 @ 2.40GHz,4351,979,225.95,$19.26*
Intel Xeon L5630 @ 2.13GHz,4369,975,67.22,$65.00*
Intel Xeon L5638 @ 2.00GHz,5556,757,79.49,$69.90*
Intel Xeon L5639 @ 2.13GHz,6835,623,,
Intel Xeon L5640 @ 2.27GHz,6278,679,209.5,$29.97*
Intel Xeon L7455 @ 2.13GHz,3836,1082,,
Intel Xeon MV 3.20GHz,683,2384,,
Intel Xeon Platinum 8124M @ 3.00GHz,26835,11,,
Intel Xeon Platinum 8151 @ 3.40GHz,6947,614,,
Intel Xeon Platinum 8168 @ 2.70GHz,29131,4,4.95,"$5,890.00*"
Intel Xeon Platinum 8173M @ 2.00GHz,28860,5,,
Intel Xeon Platinum 8175M @ 2.50GHz,28103,7,,
Intel Xeon Platinum 8176 @ 2.10GHz,30583,2,3.51,"$8,725.00*"
Intel Xeon Silver 4108 @ 1.80GHz,10838,272,24.09,$449.99
Intel Xeon Silver 4109T @ 2.00GHz,10946,266,21.85,$501.00*
Intel Xeon Silver 4110 @ 2.10GHz,11670,243,25.71,$453.99
Intel Xeon Silver 4112 @ 2.60GHz,8611,455,16.75,$513.99
Intel Xeon Silver 4114 @ 2.20GHz,14282,167,21.14,$675.76
Intel Xeon Silver 4116 @ 2.10GHz,15397,141,14.66,"$1,049.99"
Intel Xeon Silver 4123 @ 3.00GHz,15185,144,,
Intel Xeon Silver 4215 @ 2.50GHz,15440,139,20.61,$749.00*
Intel Xeon W-2102 @ 2.90GHz,6954,612,29.59,$235.05*
Intel Xeon W-2104 @ 3.20GHz,7439,564,29.17,$255.00*
Intel Xeon W-2123 @ 3.60GHz,10701,276,31.75,$337.01
Intel Xeon W-2125 @ 4.00GHz,12345,224,25.21,$489.63*
Intel Xeon W-2133 @ 3.60GHz,14207,170,23.03,$617.00*
Intel Xeon W-2135 @ 3.70GHz,16322,113,18.01,$906.28*
Intel Xeon W-2140B @ 3.20GHz,18610,78,,
Intel Xeon W-2145 @ 3.70GHz,19689,65,16.5,"$1,192.99"
Intel Xeon W-2150B @ 3.00GHz,21543,42,,
Intel Xeon W-2155 @ 3.30GHz,21832,38,14.27,"$1,530.39*"
Intel Xeon W-2175 @ 2.50GHz,24454,21,12.56,"$1,947.00*"
Intel Xeon W-2195 @ 2.30GHz,24081,23,8.67,"$2,777.20*"
Intel Xeon W3503 @ 2.40GHz,1756,1803,108.3,$16.22*
Intel Xeon W3505 @ 2.53GHz,1844,1766,74.18,$24.86*
Intel Xeon W3520 @ 2.67GHz,5057,838,105.36,$48.00*
Intel Xeon W3530 @ 2.80GHz,5346,792,18.19,$293.95*
Intel Xeon W3540 @ 2.93GHz,5472,767,274.73,$19.92*
Intel Xeon W3550 @ 3.07GHz,5694,740,189.88,$29.99*
Intel Xeon W3565 @ 3.20GHz,5939,713,84.91,$69.95*
Intel Xeon W3570 @ 3.20GHz,6062,704,12.63,$479.95*
Intel Xeon W3580 @ 3.33GHz,6366,673,29.68,$214.50*
Intel Xeon W3670 @ 3.20GHz,8121,499,16.24,$499.99*
Intel Xeon W3680 @ 3.33GHz,9026,416,11.88,$759.95*
Intel Xeon W3690 @ 3.47GHz,9129,402,86.95,$105.00
Intel Xeon W5580 @ 3.20GHz,5836,727,54.53,$107.03*
Intel Xeon W5590 @ 3.33GHz,6183,687,2.46,"$2,508.95*"
Intel Xeon X3210 @ 2.13GHz,2739,1411,14.75,$185.71*
Intel Xeon X3220 @ 2.40GHz,3088,1289,51.35,$60.15*
Intel Xeon X3230 @ 2.66GHz,3398,1192,9.44,$359.95*
Intel Xeon X3320 @ 2.50GHz,3306,1221,14.41,$229.50*
Intel Xeon X3323 @ 2.50GHz,3174,1259,163.95,$19.36*
Intel Xeon X3330 @ 2.66GHz,3379,1202,16.09,$210.00*
Intel Xeon X3350 @ 2.66GHz,3820,1088,63.69,$59.99*
Intel Xeon X3353 @ 2.66GHz,3853,1077,52.43,$73.50*
Intel Xeon X3360 @ 2.83GHz,3942,1063,24.96,$157.95*
Intel Xeon X3363 @ 2.83GHz,3985,1050,116.91,$34.09*
Intel Xeon X3370 @ 3.00GHz,4293,994,11.7,$367.02*
Intel Xeon X3380 @ 3.16GHz,4665,910,9.15,$509.95*
Intel Xeon X3430 @ 2.40GHz,3342,1213,202.18,$16.53*
Intel Xeon X3440 @ 2.53GHz,4521,947,31.85,$141.96*
Intel Xeon X3450 @ 2.67GHz,4745,901,59.36,$79.95*
Intel Xeon X3460 @ 2.80GHz,5014,850,14.05,$357.00*
Intel Xeon X3470 @ 2.93GHz,5100,824,46.65,$109.34*
Intel Xeon X3480 @ 3.07GHz,5657,747,,
Intel Xeon X5260 @ 3.33GHz,2455,1504,45.47,$54.00*
Intel Xeon X5270 @ 3.50GHz,2553,1470,,
